order_id,amount,date
78613705,800.0,2024-08-27
71897375,1566.0,2024-08-26
45266130,11.0,2024-08-26
55786523,317.0,2024-08-26
67427920,500.0,2024-08-26
11476593,410.0,2024-08-25
66714897,150.0,2024-09-18
55296818,28000.0,2024-09-29
30114030,20.0,2024-10-23
91716285,498.0,2024-11-12
51476972,50.0,2024-04-03
71163037,700.0,2024-04-16
51456900,88.0,2024-04-27
85967837,5.0,2024-07-18
76299117,12000.0,2024-07-28
63013333,136.3000031,2024-07-23
74552575,30.0,2024-07-31
63516557,15000.0,2024-08-06
65539005,230.0,2024-08-07
64625802,357.0,2024-08-06
32928867,4063.0,2024-08-13
57264599,100.0,2024-08-13
17712168,650.0,2024-08-13
69520500,30700.0,2024-08-13
32667890,2133.0,2024-08-13
81306730,271.0,2024-08-25
21474964,118.0,2024-08-07
53507415,11.0,2024-08-07
36410694,425.0,2024-08-13
34630923,254.0,2024-08-13
50121636,285.0,2024-08-13
30266427,1.700000048,2024-08-25
67686600,41.29999924,2024-08-26
72082763,2550.0,2024-08-27
18288806,22.0,2024-08-26
40055682,751.0,2024-08-26
95214704,230.0,2024-08-26
46059234,800.0,2024-08-26
49486899,535.0,2024-08-26
72090393,1614.0,2024-08-26
79889713,3679.399902,2024-08-26
47794253,2.099999905,2024-08-26
67629612,3000.0,2024-08-26
44602994,2.0,2024-08-26
31103408,300.0,2024-08-26
92874197,250.0,2024-09-17
43456159,220.0,2024-09-21
77747044,39.0,2024-10-28
91387450,100.0,2024-10-26
63726504,1000.0,2024-11-26
96756050,4140.0,2024-11-21
82306759,922.0,2024-11-21
97217561,136.0,2024-11-18
88536687,60.0,2024-09-18
91487528,19.0,2024-10-12
65233475,80.0,2024-09-15
29788945,1.0,2024-07-31
39716672,25.0,2024-10-11
30657675,1000.0,2024-08-04
75861195,50.0,2024-11-16
21961279,147.0,2024-10-07
22240733,1000.0,2024-11-06
37625748,20.0,2024-08-28
92693084,30.0,2024-05-08
93682319,100.0,2024-10-11
97517313,1300.0,2024-10-15
47110013,1000.0,2024-06-05
48842093,50.0,2024-11-16
83876999,4306.0,2024-07-30
18190236,20.0,2024-06-25
74349340,50.0,2024-07-01
50169680,20.0,2024-10-26
78638330,1000.0,2024-09-25
10415592,500.0,2024-05-02
69567395,200.0,2024-06-20
70689402,5.0,2024-10-23
16078704,400.0,2024-08-08
78195786,5.0,2024-06-21
73725150,1.0,2024-09-04
26318291,71.0,2024-05-27
36086189,100.0,2024-07-10
21689944,10.0,2024-10-08
24355832,1.0,2024-06-22
42151777,30.0,2024-09-14
24727180,1.0,2024-09-30
19727476,80.0,2024-10-27
57647480,50.0,2024-06-27
67948757,200.0,2024-05-30
80614842,100.0,2024-05-02
16809166,20.0,2024-06-08
39521149,100.0,2024-09-17
89675899,600.0,2024-06-04
71895690,3.0,2024-09-20
60915426,49.0,2024-05-26
63729916,100.0,2024-07-29
29937166,100.0,2024-10-23
93870547,260.0,2024-10-09
65819128,500.0,2024-08-10
17824709,36.0,2024-10-10
30180704,50.0,2024-09-21
48455006,70.0,2024-10-23
19300574,2.0,2024-08-03
46267899,1.0,2024-07-28
57426494,40.0,2024-07-01
36889226,400.0,2024-08-20
36674649,6.0,2024-09-25
97750469,500.0,2024-05-04
84800542,50.0,2024-11-16
99735745,80.0,2024-10-14
20940783,50.0,2024-07-18
97824994,150.0,2024-05-06
92103595,100.0,2024-05-07
50175197,5.0,2024-04-26
36425211,200.0,2024-10-10
25958901,30.0,2024-07-21
16818717,150.0,2024-04-26
85446024,6900.0,2024-10-12
66508225,200.0,2024-09-22
92249565,8.0,2024-11-04
69083738,500.0,2024-05-08
55162495,17.0,2024-10-29
92704365,50.0,2024-11-25
22755105,98.0,2024-09-28
51064389,9.0,2024-07-26
16352113,10.0,2024-05-09
65350380,1.0,2024-11-28
42492944,80.0,2024-05-26
84403515,2000.0,2024-10-14
34417723,6.0,2024-11-06
83657001,50.0,2024-07-03
10512050,50.0,2024-09-24
49392766,1.0,2024-05-29
40687943,25.0,2024-10-25
94255939,1.0,2024-04-29
45237106,10.0,2024-05-02
80532290,5.0,2024-06-06
24869144,500.0,2024-07-07
61157771,4.0,2024-08-06
61447178,10.0,2024-09-06
94087201,100.0,2024-05-25
65106824,50.0,2024-06-21
85299709,40.0,2024-06-22
79097448,1.0,2024-09-05
93995518,2.0,2024-11-28
36736786,200.0,2024-04-28
69279728,250.0,2024-05-14
49076970,20.0,2024-06-13
69406006,60.0,2024-08-14
15790970,200.0,2024-08-05
44503025,20.0,2024-07-01
27170177,300.0,2024-10-17
47439066,10.0,2024-04-28
13704314,183.0,2024-11-23
59615048,50.0,2024-05-03
46747603,10.0,2024-07-31
96101146,25.0,2024-10-06
15343475,75.0,2024-11-14
84064946,100.0,2024-07-01
41879797,10.0,2024-10-15
16268930,5.0,2024-10-21
75987009,100.0,2024-06-25
57904968,150.0,2024-08-25
84798984,28.0,2024-09-08
89356196,3.0,2024-09-08
77962507,150.0,2024-06-13
63223757,1.0,2024-11-25
23801859,25.0,2024-10-31
84354804,50.0,2024-08-16
17794659,100.0,2024-11-16
54647940,150.0,2024-07-14
24858904,207.0,2024-07-02
96558412,4.0,2024-11-18
73077886,250.0,2024-08-06
68110740,20.0,2024-11-21
58485098,3.0,2024-10-28
79627858,10.0,2024-06-27
29848277,150.0,2024-06-19
77386900,156.0,2024-10-27
50620717,75.0,2024-10-06
71192603,2.0,2024-05-12
70558724,18.0,2024-08-14
73417309,200.0,2024-08-26
99622317,22.0,2024-08-24
44858272,1.0,2024-09-12
20177478,10.0,2024-05-16
88375141,100.0,2024-11-15
65535765,30.0,2024-07-19
89585580,10.0,2024-11-13
99410219,3.0,2024-07-26
55691819,10.0,2024-09-27
90543964,10.0,2024-05-09
85612952,15.0,2024-07-03
20287097,25.0,2024-06-15
85277740,400.0,2024-11-07
40832488,97.0,2024-09-15
91047873,46.0,2024-11-26
21600272,200.0,2024-07-26
78902543,148.0,2024-08-14
98116130,500.0,2024-09-20
84084953,100.0,2024-11-22
85928022,80.0,2024-10-15
38323970,1000.0,2024-07-15
97907363,25.0,2024-11-16
20236006,50.0,2024-06-22
49152490,10.0,2024-09-18
58084440,9.0,2024-07-01
44108018,100.0,2024-08-23
45177266,40.0,2024-05-10
35155523,20.0,2024-07-25
38213120,2.0,2024-07-14
54844061,5000.0,2024-09-06
10670699,2.0,2024-10-12
51085870,5.0,2024-05-02
19845928,10.0,2024-09-05
10203255,3.0,2024-10-11
56577058,46.0,2024-11-23
98287663,20.0,2024-07-01
74016260,5.0,2024-09-19
93217004,100.0,2024-05-07
77019357,10.0,2024-07-23
43562749,100.0,2024-10-04
83499159,5.0,2024-05-22
49522692,10.0,2024-07-01
12252485,200.0,2024-09-30
83464863,200.0,2024-07-27
32939216,20.0,2024-11-16
82241669,75.0,2024-10-18
95780962,9.0,2024-04-29
67539153,600.0,2024-09-10
90229633,40.0,2024-09-07
67303074,100.0,2024-08-09
84965844,6.0,2024-08-31
13951990,300.0,2024-10-04
35963599,12.0,2024-09-24
93286682,5.0,2024-07-05
89179084,5.0,2024-10-13
82061435,50.0,2024-06-22
92783722,100.0,2024-07-01
46590569,4.0,2024-05-22
20769582,199.0,2024-09-01
63056535,5.0,2024-05-07
80606186,2.0,2024-10-17
99615118,20.0,2024-09-19
71914280,2.0,2024-05-21
75398276,49.0,2024-09-11
66639184,100.0,2024-07-01
58435378,50.0,2024-05-09
43464548,244.0,2024-11-15
40408690,150.0,2024-06-09
96864568,14.0,2024-09-27
93646370,19.0,2024-05-02
60331355,197.0,2024-10-18
96604928,500.0,2024-06-13
50424564,1.0,2024-06-15
62753680,500.0,2024-06-13
73311859,3.0,2024-06-01
91997915,150.0,2024-09-12
70776569,400.0,2024-05-03
25362225,5.0,2024-07-26
81114286,2.0,2024-10-03
54787097,1.0,2024-08-22
53486983,17.0,2024-09-20
41681040,243.0,2024-05-27
39933702,30.0,2024-11-21
97857169,15.0,2024-11-13
89410693,1.0,2024-10-30
15989891,600.0,2024-11-25
14660046,100.0,2024-11-20
13440167,30.0,2024-07-17
13847073,150.0,2024-07-28
18247339,45.0,2024-07-03
65943410,200.0,2024-08-18
34110164,400.0,2024-11-25
27369395,50.0,2024-07-01
63175905,5.0,2024-08-17
98612975,45.0,2024-07-01
94629012,40.0,2024-05-27
69706374,13.0,2024-11-23
89429345,300.0,2024-05-03
12599332,29.0,2024-07-22
64808093,1000.0,2024-09-05
33941443,100.0,2024-10-12
86581664,4.0,2024-10-07
86433540,1500.0,2024-07-24
83207481,176.0,2024-10-26
38620600,10.0,2024-05-25
14332489,1.0,2024-09-19
77893925,10.0,2024-07-15
60477196,1.0,2024-09-20
60959361,20.0,2024-11-20
21442740,100.0,2024-11-18
86884624,150.0,2024-07-01
96438101,16.0,2024-08-15
54658405,100.0,2024-06-07
57484048,100.0,2024-10-29
24985179,25.0,2024-05-25
30494638,86.0,2024-04-27
22841033,1000.0,2024-04-26
14044456,32.0,2024-11-19
17205076,2.0,2024-10-17
76811838,388.0,2024-11-05
30482037,10.0,2024-10-10
23875400,20.0,2024-09-30
38885704,1.0,2024-07-01
66888155,30.0,2024-11-10
99071069,50.0,2024-06-19
35407820,29.0,2024-07-28
19996643,20.0,2024-07-01
66064678,60.0,2024-06-12
84890041,10.0,2024-05-02
65540120,4.0,2024-09-19
26700131,55.0,2024-07-22
68628812,200.0,2024-07-26
59088914,60.0,2024-07-23
81967162,47.0,2024-09-26
62084391,50.0,2024-10-21
83043716,500.0,2024-10-14
38941093,30.0,2024-08-10
82698303,1.0,2024-05-09
55983664,30.0,2024-05-02
22543025,245.0,2024-09-20
74963081,30.0,2024-09-20
59791362,34.0,2024-08-27
37966702,8.0,2024-09-24
34159081,1.0,2024-07-15
36585540,500.0,2024-11-13
61923247,3.0,2024-07-31
62294156,1000.0,2024-09-27
43063103,4.0,2024-10-17
37307539,30.0,2024-07-01
57852245,1000.0,2024-08-24
46041007,100.0,2024-11-25
97793098,28.0,2024-06-13
25404747,101.0,2024-05-12
22078319,9.0,2024-09-27
24146520,20.0,2024-07-06
81781322,30.0,2024-07-01
69678100,1000.0,2024-08-25
72968901,564.0,2024-07-29
38380607,30.0,2024-06-03
33095755,6.0,2024-10-14
74699524,20.0,2024-08-29
67400446,3.0,2024-09-03
13082278,400.0,2024-08-09
95508405,20.0,2024-07-06
71530472,250.0,2024-08-14
35647444,3.0,2024-05-28
96102988,40.0,2024-06-22
55648302,50.0,2024-09-08
14501386,2.0,2024-06-27
91143051,18.0,2024-09-20
17346900,200.0,2024-05-13
17923472,50.0,2024-09-15
98694022,1.0,2024-09-22
93794658,80.0,2024-08-08
64688103,60.0,2024-05-19
68303166,400.0,2024-05-07
87338670,50.0,2024-06-15
94549448,18.0,2024-11-24
69215772,100.0,2024-08-10
94665578,100.0,2024-09-11
81155727,500.0,2024-07-30
38890691,60.0,2024-06-03
47984311,100.0,2024-10-16
88749495,10.0,2024-09-17
92280862,30.0,2024-10-31
45826833,199.0,2024-10-31
22144525,100.0,2024-10-26
78766449,6.0,2024-11-17
80463490,115.0,2024-10-20
92340843,5.0,2024-06-26
83149872,2.0,2024-06-18
22976577,100.0,2024-09-08
12024825,57.0,2024-09-29
51771672,500.0,2024-10-04
29682974,150.0,2024-06-17
37880804,3.0,2024-05-09
77551914,17.0,2024-11-07
28102471,35.0,2024-09-08
75890445,70.0,2024-04-28
77138615,1.0,2024-06-15
21375711,300.0,2024-06-10
43764916,2000.0,2024-09-06
29543066,1.0,2024-05-03
18431279,50.0,2024-11-01
25959316,5.0,2024-05-26
45205201,1.0,2024-11-28
11112814,50.0,2024-06-13
10957829,250.0,2024-08-12
49264248,1000.0,2024-08-08
67336579,95.0,2024-07-01
62849294,75.0,2024-07-13
29649403,5.0,2024-06-26
75612816,50.0,2024-07-01
51137286,2.0,2024-07-24
64868632,10.0,2024-09-23
32872138,10.0,2024-10-18
20811966,30.0,2024-07-20
90065257,3.0,2024-08-19
97823294,1.0,2024-08-14
61628329,56.0,2024-08-20
35700594,50.0,2024-09-25
25745693,100.0,2024-10-26
48804248,50.0,2024-09-19
78255034,200.0,2024-07-30
33675460,870.0,2024-06-21
90139911,230.0,2024-11-25
12350750,12.0,2024-10-04
44172083,300.0,2024-04-28
52878977,100.0,2024-06-04
17191405,250.0,2024-10-12
10825577,247.0,2024-10-06
22195570,1.0,2024-11-24
49018214,1.0,2024-05-12
10861423,50.0,2024-07-22
96790489,10.0,2024-09-24
89423403,30.0,2024-10-11
26930308,30.0,2024-05-14
55324398,100.0,2024-10-25
45530709,200.0,2024-07-27
35222783,19.0,2024-09-14
46625635,50.0,2024-05-12
10951588,10.0,2024-10-04
93209937,50.0,2024-05-28
43114323,300.0,2024-11-26
98085843,59.0,2024-11-01
63388803,50.0,2024-07-01
59868442,200.0,2024-09-06
97521893,25.0,2024-07-25
23407347,50.0,2024-08-05
31418177,50.0,2024-10-07
39918562,2200.0,2024-09-18
41290874,5.0,2024-11-16
36084532,500.0,2024-09-18
74477543,20.0,2024-10-04
21665539,20.0,2024-05-27
14034843,1.0,2024-04-26
54393842,20.0,2024-11-16
56834559,10.0,2024-07-26
45526700,1000.0,2024-05-31
97527910,100.0,2024-06-15
68429386,93.0,2024-11-22
53884309,120.0,2024-09-07
78880129,13.0,2024-10-04
54743948,200.0,2024-11-26
29681595,22.0,2024-05-03
98393130,10.0,2024-05-21
12902686,35.0,2024-10-14
25937639,120.0,2024-10-17
68224542,50.0,2024-10-24
27301435,100.0,2024-07-01
25751485,299.0,2024-06-13
53008999,1000.0,2024-08-25
76977409,1.0,2024-08-19
18457080,50.0,2024-08-13
86872797,48.0,2024-10-06
98066135,20.0,2024-08-02
78363603,50.0,2024-08-01
43328073,41.0,2024-08-01
18118585,2.0,2024-11-23
69708167,650.0,2024-08-09
40372647,7.0,2024-10-08
44163688,5.0,2024-06-22
19276757,600.0,2024-07-01
96515801,100.0,2024-06-03
25209753,47.0,2024-09-19
37090669,14.0,2024-11-09
86382788,50.0,2024-08-04
21302021,100.0,2024-06-07
70830217,10.0,2024-05-05
22090999,300.0,2024-08-16
97496788,10.0,2024-05-02
21673123,50.0,2024-07-18
31626491,1.0,2024-05-05
89106221,4.0,2024-10-05
24615069,169.0,2024-05-02
67833950,80.0,2024-05-11
38193399,40.0,2024-08-08
38106521,599.0,2024-07-04
54449861,50.0,2024-05-03
60094781,100.0,2024-10-30
57190695,1000.0,2024-08-23
13596061,100.0,2024-09-23
15896044,700.0,2024-09-19
12261362,3.0,2024-06-27
28073383,20.0,2024-05-30
37076970,5.0,2024-08-30
58547439,6.0,2024-06-21
39419549,50.0,2024-06-16
37232877,1.0,2024-06-25
48419471,5.0,2024-05-19
50167748,19.0,2024-10-30
47730311,900.0,2024-05-30
49480975,20.0,2024-05-03
31854469,3.0,2024-08-31
16481377,30.0,2024-09-23
68293384,5400.0,2024-06-19
65720843,4.0,2024-10-08
15494895,500.0,2024-05-01
61540462,1000.0,2024-08-15
82336280,300.0,2024-06-06
15813086,50.0,2024-11-01
15745147,2.0,2024-08-01
39507139,3.0,2024-09-15
86702945,1.0,2024-09-15
28255885,10.0,2024-07-01
95813679,3.0,2024-07-01
28274084,200.0,2024-07-16
13085933,100.0,2024-09-10
39570077,130.0,2024-08-17
18362059,250.0,2024-08-01
15735017,100.0,2024-11-03
93248916,73.0,2024-11-27
80929165,90.0,2024-11-02
20996049,80.0,2024-08-27
24097531,2.0,2024-07-16
68408287,500.0,2024-04-28
16055864,100.0,2024-10-15
14814292,20.0,2024-10-02
27677564,300.0,2024-04-28
81462247,1.0,2024-07-01
79997761,500.0,2024-09-19
86081654,10.0,2024-08-06
93508824,300.0,2024-05-03
78210083,5.0,2024-04-30
75831249,4.0,2024-08-06
82089912,100.0,2024-10-02
40681121,50.0,2024-10-21
73337301,20.0,2024-06-18
32090954,200.0,2024-11-05
98145624,11.0,2024-10-07
48523812,268.0,2024-09-27
61386211,2.0,2024-10-04
20237331,29.0,2024-06-19
30510380,200.0,2024-11-01
76798927,518.0,2024-09-03
67218172,20.0,2024-05-02
14526405,50.0,2024-09-19
24174523,500.0,2024-10-15
34796794,1.0,2024-10-17
44098697,953.0,2024-05-08
67862005,15.0,2024-09-05
55972624,300.0,2024-09-27
52281998,1.0,2024-08-09
51520157,50.0,2024-10-14
46148357,100.0,2024-06-08
12505323,1000.0,2024-09-07
77032823,25.0,2024-07-01
29836892,3.0,2024-05-14
15510580,12.0,2024-10-14
75838354,25.0,2024-08-25
88196592,4.0,2024-10-29
90460135,1.0,2024-11-16
60986784,2.0,2024-06-02
36117639,100.0,2024-09-08
87624570,500.0,2024-06-19
13069429,1000.0,2024-07-31
92746758,100.0,2024-11-05
33098524,25.0,2024-05-12
24374361,120.0,2024-09-22
59695088,2.0,2024-07-01
59776274,50.0,2024-06-05
83620219,5.0,2024-09-19
83590932,1.0,2024-08-07
84309276,1.0,2024-07-21
41444142,18.0,2024-05-24
31020603,200.0,2024-09-18
71758667,300.0,2024-09-19
46303763,10.0,2024-05-27
54285371,100.0,2024-09-16
18330111,10.0,2024-10-23
42043959,5.0,2024-07-21
83610253,500.0,2024-05-05
74421922,5.0,2024-11-21
22519514,100.0,2024-07-06
73355107,35000.0,2024-07-01
60815279,100.0,2024-07-01
37340099,20.0,2024-07-13
38050318,800.0,2024-09-02
69581996,17.0,2024-10-13
91271699,30.0,2024-06-26
72144722,5.0,2024-05-12
21435541,10.0,2024-11-16
22687493,500.0,2024-10-25
56085972,425.0,2024-06-09
94326006,126.0,2024-09-26
95747627,20.0,2024-10-17
69040244,10.0,2024-11-10
90902334,250.0,2024-07-01
71569531,500.0,2024-05-12
91321404,10.0,2024-10-27
79132499,1.0,2024-06-28
97979098,200.0,2024-11-25
24378985,50.0,2024-11-25
71716559,1.0,2024-05-02
46129853,16.0,2024-07-04
32203657,47.0,2024-09-08
46387502,100.0,2024-10-11
43504431,13.0,2024-06-07
54719338,30.0,2024-11-27
50274587,600.0,2024-07-23
85871045,20.0,2024-07-18
29976412,20.0,2024-07-01
28532743,100.0,2024-07-01
28940505,100.0,2024-05-02
17044587,50.0,2024-07-12
16730750,100.0,2024-09-16
57978403,200.0,2024-07-07
15236715,185.0,2024-06-13
